village_id,TerrainPattern,ConstraintPattern
3402050003,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404020001,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404020003,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404020004,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404030004,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404030002,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404030003,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404030001,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404030005,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404060005,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404060002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404060001,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404060003,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404060004,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404070001,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404070003,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404070002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404080002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404080003,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404080004,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404080001,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404090001,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404090002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404090006,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404090003,DIS terrain-constrained only,FFAS=Residual; DIS=Terrain
3404090005,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404090004,DIS terrain-constrained only,FFAS=No significant dominance; DIS=Terrain
3404100003,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404100002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404100001,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404100004,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404110005,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404110002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404110001,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404110003,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404110004,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404120002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404120004,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404120006,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404120003,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404120005,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404120001,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404130003,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404130002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404130005,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404130001,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404130004,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404140003,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404140002,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404140001,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404140007,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404140006,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404140008,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404140005,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404140004,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404150001,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404150004,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404150002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404150003,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404160002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404160005,DIS terrain-constrained only,FFAS=No significant dominance; DIS=Terrain
3404160003,Neither channel terrain-constrained,FFAS=Residual; DIS=No significant dominance
3404160004,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404160001,DIS terrain-constrained only,FFAS=No significant dominance; DIS=Terrain
3404170002,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=Residual
3404170005,Neither channel terrain-constrained,FFAS=No significant dominance; DIS=No significant dominance
3404170003,DIS terrain-constrained only,FFAS=No significant dominance; DIS=Terrain
3404170004,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
3404170001,Neither channel terrain-constrained,FFAS=Residual; DIS=Residual
